#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: walk.png (1496 x 648)
# $TexturePacker:SmartUpdate:61099d5e309dd5126895cb2d006c93a6:7979479a5ba52a9c36728fb50f2150eb:c698189650b7189882f78ad41920bb28$
#

0001;0;0;0;187;324;187;324;0.5;0.5
0002;0;187;0;187;324;187;324;0.5;0.5
0003;0;374;0;187;324;187;324;0.5;0.5
0004;0;561;0;187;324;187;324;0.5;0.5
0005;0;748;0;187;324;187;324;0.5;0.5
0006;0;935;0;187;324;187;324;0.5;0.5
0007;0;1122;0;187;324;187;324;0.5;0.5
0008;0;1309;0;187;324;187;324;0.5;0.5
0009;0;0;324;187;324;187;324;0.5;0.5
0010;0;187;324;187;324;187;324;0.5;0.5
0011;0;374;324;187;324;187;324;0.5;0.5
0012;0;561;324;187;324;187;324;0.5;0.5
0013;0;748;324;187;324;187;324;0.5;0.5
0014;0;935;324;187;324;187;324;0.5;0.5
0015;0;1122;324;187;324;187;324;0.5;0.5
0016;0;1309;324;187;324;187;324;0.5;0.5
