# frame, 0, Location (top left X,Y), Trim (width,height), Rotation (width, height), Pivot Point (x,y float)

0001;0;0;0;110;126;110;126;0.5;0.5
0002;0;110;0;110;126;110;126;0.5;0.5
0003;0;220;0;110;126;110;126;0.5;0.5
0004;0;330;0;110;126;110;126;0.5;0.5
0005;0;0;126;110;126;110;126;0.5;0.5
0006;0;110;126;110;126;110;126;0.5;0.5
0007;0;220;126;110;126;110;126;0.5;0.5
0008;0;330;126;110;126;110;126;0.5;0.5
0009;0;0;252;110;126;110;126;0.5;0.5
0010;0;110;252;110;126;110;126;0.5;0.5
0011;0;220;252;110;126;110;126;0.5;0.5
0012;0;330;252;110;126;110;126;0.5;0.5
0013;0;0;378;110;126;110;126;0.5;0.5
0014;0;110;378;110;126;110;126;0.5;0.5
0015;0;220;378;110;126;110;126;0.5;0.5
0016;0;330;378;110;126;110;126;0.5;0.5
0017;0;0;504;110;126;110;126;0.5;0.5
0018;0;110;504;110;126;110;126;0.5;0.5
0019;0;220;504;110;126;110;126;0.5;0.5
0020;0;330;504;110;126;110;126;0.5;0.5
0021;0;0;630;110;126;110;126;0.5;0.5
0022;0;110;630;110;126;110;126;0.5;0.5
0023;0;220;630;110;126;110;126;0.5;0.5
0024;0;330;630;110;126;110;126;0.5;0.5
0025;0;0;756;110;126;110;126;0.5;0.5
0026;0;110;756;110;126;110;126;0.5;0.5
0027;0;220;756;110;126;110;126;0.5;0.5
0028;0;330;756;110;126;110;126;0.5;0.5
0029;0;0;882;110;126;110;126;0.5;0.5
0030;0;110;882;110;126;110;126;0.5;0.5
0031;0;220;882;110;126;110;126;0.5;0.5
0032;0;330;882;110;126;110;126;0.5;0.5
